,Actual,Predicted
11071,2.324,2.6550794973734284
5502,3.517,3.7746739232099245
6808,2.346,2.1190161435070465
15789,1.125,2.106835763586595
19479,1.452,1.567670208672105
19393,0.872,1.0531153896778775
2247,0.535,0.8535018494218605
2008,0.438,1.0695941372839357
18839,0.942,0.1307591899308207
8223,2.188,1.3220867692625689
19033,1.919,2.0527017128749208
2277,1.322,1.7933335799929608
2876,0.468,1.1344167303501536
8057,1.497,2.4605539259968197
18962,1.263,1.5836028589464206
8688,2.559,2.664655306688722
5182,0.945,1.4131422141964762
10342,2.371,2.400938658709478
15685,5.00001,3.119946683985482
14321,0.875,1.6812043394179597
1061,1.266,1.0634605499623007
11612,2.451,2.616851014742231
640,1.574,1.969862154682538
2622,0.784,0.8914911767670048
8496,2.181,2.1977810387308168
103,3.5,2.2432599546610135
17574,1.984,1.9233060615246487
6148,1.439,1.6241183326086315
8616,3.379,3.018788375672891
12240,0.763,1.2902524479437787
14907,1.601,2.2953558235063625
8122,1.306,1.6415946963221657
15066,1.125,1.3569338933249568
3528,3.292,2.697276478124259
18669,2.333,1.8893944859610698
14104,0.992,1.57155638185111
11067,1.979,1.970887036738226
17842,2.041,3.0629991510749406
18208,3.5,2.7270156131915257
3073,0.621,1.1855923866724538
15886,1.404,1.3466275213118877
11376,1.521,2.286681518450685
11847,1.305,0.18966453955138007
14703,1.951,2.4887976894129054
20197,1.995,2.432545153275804
14323,1.375,1.6865342094626712
10656,2.75,2.119584949434767
19366,1.229,2.2426091277260483
3106,1.09,1.5739533508591492
13444,1.217,1.024084875492143
10575,3.02,3.3032827646018745
8260,2.417,1.9591602894581897
15112,1.532,2.24389214923513
2250,1.693,2.688825378007486
20375,3.585,3.965409236917509
12550,1.75,1.95327783265558
12169,1.125,1.1624087476714635
16989,3.76,3.638913959146805
20077,1.188,0.7503461880538609
6916,4.01,3.2327527834838534
12663,1.079,0.9484426022160832
8561,3.397,2.4569697021708095
7667,1.58,2.114864527835998
4258,4.688,2.898234045080038
12798,0.631,0.8080201135338783
3638,1.846,2.188070924468853
9712,1.897,2.388879250832595
10712,1.909,2.1104265750166533
14869,0.675,1.720338472776092
57,0.853,1.3169562476576715
6494,1.736,2.2430504381105365
14874,1.297,1.6067240951506605
14700,1.81,2.569729844268821
9811,5.00001,6.988095146717015
11596,3.762,3.6356014612061998
14677,2.43,2.713586186794579
12160,1.482,1.466000996700565
20337,2.381,2.9629079779478005
15774,4.5,2.9712095436981585
17922,2.4,2.7001083074667065
459,5.00001,1.547530490122739
17603,2.741,2.615816053010242
17383,1.901,2.6441881127628477
16799,2.684,2.742418442938053
5893,3.493,2.170701551109225
16111,2.757,2.474595288842444
10414,1.828,2.0029405150915593
11000,5.00001,5.9116459427034584
8030,2.132,2.1587183456953696
17699,1.795,2.4126752559929585
4441,1.385,1.3639564230962051
8203,1.813,1.4889152834178532
8931,3.405,2.143619948634452
17871,2.25,1.9459680093834777
19683,0.683,1.0319925001378678
16039,2.379,2.7249880607676573
4178,1.497,1.8436816619908356
5099,1.258,1.924118350875311
2153,0.876,1.7770933288578519
4519,1.25,1.567547095823116
12480,1.688,1.1372574633941426
14192,1.35,2.160187692201866
5230,0.863,1.3441737970053182
12769,0.649,1.0834490122194183
16534,1.063,1.762286177619906
11476,2.857,3.023256129936428
16821,2.724,3.130575878116879
20483,2.177,2.788429736307748
379,0.918,1.7935824404658263
6267,1.63,2.0387753936392343
13351,1.951,2.1609239437902374
20514,0.325,0.8413489893777708
3578,2.753,1.8796068203928513
2361,1.369,1.6656041054004191
20324,1.941,2.26851697002396
10134,2.302,2.202618044865609
12922,1.436,1.3588406386761065
2003,0.396,0.7401181344407988
18772,0.598,0.37659938303799123
7121,2.107,2.452621513975693
19374,1.563,0.894043963188274
7997,2.156,2.264742543929451
8489,1.775,1.7330495132026655
649,2.189,2.1123924499437123
13197,1.284,1.8408818569304302
14421,1.906,1.7310351370187007
8939,3.983,2.5164671364313094
15274,3.671,1.6278709763620896
2199,1.225,1.8757294085568432
8732,3.761,1.5999728210308177
6245,1.576,1.6409282946182557
16432,1.781,1.476901364316177
13508,0.724,0.7451213438377948
911,2.876,2.678571963845677
11832,1.75,1.7018246608245846
14505,2.808,2.0455587727240854
6145,1.605,2.1285740906372936
14887,1.586,1.8787137507476572
12927,1.443,1.5287606814481265
5115,1.363,1.8457089063594125
8499,2.182,2.5343711042509867
10676,4.664,3.2779457782453463
10562,3.861,4.548419771868943
6741,2.512,1.879190739409367
18577,1.904,1.7639029054437643
8142,2.231,2.354501750641113
5689,3.61,2.4107071720598654
19537,2.75,0.7189039302936919
20617,0.708,1.0959868880657169
9402,4.6,2.3757655050559947
19519,0.675,1.023305756422623
12815,2.25,1.0772946837484767
9501,1.761,2.057235936510992
3111,0.524,0.6682838532723352
17792,1.676,2.4392207039160496
19699,0.997,1.3366797058716386
14834,0.889,1.5026132040822304
16178,2.237,2.334117891706093
3947,1.805,2.1444877512911233
5165,0.932,1.5808861789515163
7241,1.738,1.7122819137502816
10792,4.908,3.8747924653302874
4918,1.042,1.4819353256653898
5513,2.761,2.2688468363533687
15902,2.547,2.5064725093340314
3589,2.123,2.7611409970623626
2480,0.875,1.5842541111354649
3171,0.942,1.48256993722498
17805,1.635,2.584865238709199
10679,5.00001,2.398402255981061
6660,1.25,1.682231121506085
467,1.823,1.91690567535327
4949,1.117,1.446372859987072
7852,1.46,1.668209029699355
3571,5.00001,4.015481947402698
3532,3.205,2.838130713670985
2878,0.48,1.0121813362299434
826,1.688,2.9564246181200176
12438,0.675,0.448600498411345
6515,1.731,1.583834303926075
9651,1.5,1.1907226218917941
16065,3.292,2.822502574556701
19276,1.41,1.7536790486543765
3405,3.78,3.305511689926213
19889,0.802,0.47740051746821877
5589,2.033,1.9499761181240487
18607,3.949,4.030328437953479
2171,0.845,1.1891416880569423
5382,3.273,2.0042524484311244
11365,2.012,2.010232651512247
15858,1.625,2.444805835285848
10356,2.66,3.096658199719222
20240,2.212,2.6028025179871648
3394,1.765,2.127454728294829
482,2.063,2.265541626729309
8985,5.00001,3.065707572999983
5943,1.867,2.0161414876653794
17437,1.125,2.5686777439659565
13632,0.905,1.1958855707686595
11292,1.908,2.17286189602936
12010,1.988,1.5544421724535695
2621,1.656,1.9246751099249693
8786,5.00001,3.9621181016280644
7912,1.457,2.239508828954854
11804,0.913,1.2382635177055121
5035,1.404,1.9784609174483094
13373,1.917,1.934079782244602
2703,0.611,0.7628629092075769
14774,1.53,1.5856430609783132
3200,0.855,1.3651653742454144
9995,1.645,0.9988116987173399
6072,3.862,3.5593268158717777
3,3.413,3.2587947250639857
3979,2.464,2.3362821523956185
13188,1.218,1.7145756904405545
14528,1.325,2.004600593640106
5174,0.98,1.7102040788361421
3588,2.414,2.2902392277507815
4153,1.713,2.5125708007758973
18986,1.201,1.3554936501270944
5304,5.00001,6.730427123280357
8468,1.927,1.6439892384649255
17084,2.328,2.2040840297718702
19156,1.918,2.1903841651482736
17786,1.963,2.4395562272713107
4119,2.939,2.9521026213654125
344,0.846,1.711194702258389
5293,5.00001,4.0601692093309865
4073,5.00001,3.815333375198371
18887,1.073,2.143185766981084
19281,1.5,2.4518293234312907
17510,2.042,2.3623298811001945
17474,2.683,3.272305300308439
13781,1.035,0.6631800309813869
7298,1.615,1.7718194839695585
9114,2.224,2.0921361457311605
11209,1.669,1.6561188650888994
11031,2.292,2.2666778290273726
3623,2.059,1.7433891417143528
20007,0.955,0.5256021229157355
8094,1.625,2.5666705026706182
8192,2.407,2.3758164252529497
2195,0.828,1.4062490916140433
12339,2.302,1.3510388059526832
4564,1.859,1.717741149433735
4847,1.058,1.3149160611489634
42,1.188,1.4155217875976476
9934,1.944,2.2561571434288012
19284,1.833,2.1158222281440047
1522,2.925,2.069980963652597
4442,1.442,1.798338695195433
8902,5.00001,2.4269075862262
5112,1.342,2.197754895084252
2112,0.528,0.7335252712176583
7109,1.887,2.152206394369557
10413,2.04,2.2564617332149624
795,1.795,2.0092891047276282
12510,0.989,1.1588254470458281
8735,2.799,2.245404400153724
18241,3.277,2.643900974376322
6831,2.08,1.7069186162179903
18919,2.083,2.487925441225677
3334,1.125,3.5948829492799845
14705,2.347,3.0724514601719974
15612,2.145,2.2412397810665468
4013,3.385,3.1470918165620603
17110,5.00001,7.0873672941464605
10430,2.841,2.4536550771197767
9400,5.00001,3.97848709531079
3707,1.813,1.5697725257290855
18961,1.25,1.7141005176731667
5436,4.125,1.9362106366636667
2325,1.125,0.9127553926936045
18807,0.903,-0.22592301531832248
9477,0.96,1.8925513534117115
46,1.425,1.8810909372309013
20462,2.663,2.6761746352922913
4751,1.65,1.6951928858794219
13298,1.18,1.7231833915977361
5564,1.564,2.3887759932125263
16016,4.268,4.252422077473561
17131,3.086,2.5519833762351354
11752,2.392,0.9537426991925244
2308,1.094,1.788849480184929
13498,0.666,0.8539208388917103
10540,3.685,3.1016509711867855
17953,3.305,3.4201768500957783
16847,2.736,2.665244726794839
8814,5.00001,4.732621057469316
18675,3.211,3.2681688438594776
19188,2.426,1.746135569541579
20214,2.319,2.501074226803091
17375,1.514,2.516690185271841
15146,2.278,2.4256857126389306
11503,3.8,3.2841826753629917
2915,0.952,1.951025509607824
11325,1.939,2.089688787644768
18483,2.607,2.4051025632346494
7250,1.91,1.5802156051636658
13552,0.649,1.111747012165516
14894,1.283,1.9184456212638707
8352,1.898,2.3137447423811963
3470,1.833,1.8440251006696613
10021,1.518,0.29342776938961634
15361,2.573,2.0166514695723237
2794,1.375,-0.07751799054685193
19503,1.25,1.0407932819833903
708,2.181,2.1516093295284904
819,1.681,2.288678993261591
9683,2.318,1.5884466409106537
3035,1.49,1.9338041385147875
11297,1.703,2.321327272582856
17512,3.913,2.8002243140333363
3794,2.823,2.492572379969644
14488,5.00001,3.7264231943981514
4520,1.354,0.9451500633830321
16160,3.284,2.498888489537002
4671,3.5,1.7545682699017746
11299,1.823,2.074751125683939
8816,5.00001,5.516621073982527
7144,1.92,1.6451157110911154
4191,2.408,2.7250617929550742
4296,1.75,2.2910685252888427
4884,1.264,1.5723688217029732
14174,1.259,1.6026203888401866
10191,1.947,2.4115387517741382
644,3.418,3.383095224888514
15148,2.119,1.7698698549801506
13890,1.375,0.1275434811975984
14425,2.706,2.134024563088836
14578,1.723,2.006097448677856
14351,2.621,1.893182773886302
8059,1.491,1.736921082458629
8965,3.391,2.5496620056700365
8694,2.486,2.4323941736832992
16574,1.287,2.2503357288098655
11640,3.439,2.3988380464091605
8225,1.75,1.7326116790696844
5456,2.875,2.069607512276889
16700,1.436,2.33042627732636
8743,3.462,2.7334673785245727
8135,2.322,2.9863100628991788
15537,2.0,2.3244054738809865
15208,2.415,2.3402128074610147
12810,0.675,0.8569663117491686
10045,1.917,0.9477995577749496
19196,1.783,2.213167821201246
1430,1.782,2.3932258494092835
13485,1.332,1.6110334733892344
6350,2.738,2.7273873412208687
16493,1.522,1.785533167612563
18948,1.871,2.2060011867106013
10951,1.375,1.1078853184385409
13320,1.104,1.4375789119685223
4307,2.406,1.6730403745530182
8247,1.625,1.7272340718668673
11773,0.838,0.8485685968810515
7899,2.656,2.7585146817714516
11567,2.115,2.5632644419007065
13735,1.734,2.3701223870925787
8909,3.1,1.2624205847030794
2856,0.995,1.741474766629544
11330,1.914,2.311609783175008
7917,2.201,1.9587387244863663
6959,1.673,2.3160560287178598
19836,0.65,1.0730809365497151
14176,1.418,2.30485721171177
4037,2.906,2.177122107867959
17176,3.192,2.4580155368549654
19038,1.188,1.4996259252567867
5709,2.0,1.700334693765285
5792,2.195,1.8508998147844125
17325,2.894,3.1505977881013365
4983,1.164,1.691003770265226
7840,1.623,2.2204881896558675
12754,1.141,1.2507979788694712
2117,0.713,1.2400703528568684
7748,1.905,2.3298943780305805
668,1.973,2.359253156393436
1162,0.722,0.5892401769558617
5031,1.033,2.0597924062412716
2579,1.43,1.5910956104594831
15459,2.449,2.081621930495807
8818,5.00001,3.5297539796108808
7270,1.833,1.7645616407977727
17411,0.861,1.9682498670548796
431,2.184,2.524436422612723
4935,1.108,1.3580446403871136
6306,2.113,1.982882725044611
11544,3.388,3.1569379615774054
10039,1.231,0.8502841446226341
19372,2.695,1.1787851031830527
5459,3.214,1.9882925281003452
3128,0.819,1.1639355613032976
5305,5.00001,4.694533491428729
4373,3.046,2.6713308441586108
13142,0.729,1.0142191286697582
7303,1.58,1.9678093242859163
16269,0.622,1.1560443858454406
10072,1.163,-0.5436108742485359
11958,3.141,1.5175577634297994
6328,3.625,2.78075620901965
14468,5.00001,3.8923621023413304
315,0.741,1.67948424522001
7185,1.5,1.814496922901256
15925,2.7,2.9067809977292995
16518,1.208,1.3412263238155546
1419,2.5,2.8904271537018786
2554,0.722,1.325630172181313
18210,3.75,2.3755702267416865
18595,2.396,2.7833836013761157
10525,1.833,2.1734819707570523
7015,1.612,2.468597212057439
15966,2.51,2.3911737275415206
3169,0.455,1.1455951311537618
15879,1.781,2.0241442895774995
9925,2.589,2.757604773800331
293,1.458,2.1070297916245053
20638,0.847,0.3061080091638715
11474,2.167,1.7694257882559512
12761,1.304,1.0787887734009445
19011,1.585,1.627798990993476
12968,1.178,0.8705968363709502
20470,2.15,2.3753439976480806
907,2.686,2.6149779833042572
3233,1.0,1.1683004517975775
6977,3.327,3.9792919065703316
6340,1.867,1.7369335234745407
1994,0.53,1.0551642214714505
1704,1.497,2.1345186541060386
5478,3.458,2.6050787153468207
12957,1.245,1.2470256883481525
977,4.758,5.031470420898955
15995,5.00001,3.296937067289498
18352,5.00001,5.696450769972628
10909,1.759,2.291006607606853
621,1.833,2.4065726689333005
10772,2.531,2.9378824168240385
5996,1.178,1.782030403761489
12134,1.435,1.7751448511283883
15771,5.00001,2.9332791481329323
1153,1.423,0.615666031699746
7477,1.21,1.8833914344883382
9326,2.688,2.4045714697411213
586,3.302,2.901107282701993
4509,1.218,1.8086860048470967
6444,4.169,2.940629592769554
11098,2.667,3.0977110630932287
7136,1.894,1.8730051332288653
4031,4.436,3.005051780992048
7038,1.63,1.6466809083786487
6315,3.825,2.982223416349008
14903,1.063,1.5652634014431541
18810,0.578,-0.01706373161428587
9660,0.575,-0.2611195853095225
14410,2.38,2.189592396907969
8025,2.189,2.5882896165679554
5042,1.186,1.523429759800365
6619,3.091,2.9056490867027733
852,2.132,2.3054064863535544
11276,1.802,1.8824192844819976
8937,4.708,2.880871024225648
12209,3.372,1.237543263296672
12110,0.953,1.2476833701737249
1339,1.039,1.7049093698902311
20325,5.00001,2.411818003557876
14339,2.15,2.0501370053557437
3461,1.894,2.169731731241619
4772,1.714,1.7960820108128033
15991,3.57,2.62078723329158
736,1.962,2.348836155953556
4930,0.985,1.4024564554650567
3931,1.788,1.9976965758678986
10144,2.266,2.3769415029559653
7885,1.714,1.9200032211713491
450,2.714,2.021548347432663
12620,2.168,2.5630942884868446
3341,0.679,1.687740106221547
11976,1.713,1.7569341863272356
4770,1.109,1.5966555994507488
3538,3.325,2.6808392878763243
14054,1.5,1.5593266013384692
19027,1.734,2.576509600075333
18545,2.375,2.9186649713377193
2988,0.658,1.5058172574037343
3463,1.731,2.3432781414970663
16072,3.212,2.487778189884004
17594,2.65,2.362068829200595
1144,0.875,0.39573858050209054
3507,2.103,2.6763654363399
17952,2.478,2.3787171841302026
5732,3.757,3.280612092278531
1237,1.137,0.6306326312873693
17155,5.00001,3.8090756702205155
2950,0.456,0.8785294486292585
9585,1.306,0.9609536859014085
8280,1.986,2.0897129488790043
8888,4.367,2.6041902077446863
12792,0.926,1.3380124365231651
41,1.5,1.6998915890492796
8756,3.599,2.813107443366249
14469,5.00001,4.904656457007242
9443,0.938,1.4588930243936389
12822,3.833,3.3528793752937034
13119,1.917,1.7468819429967297
17645,2.672,2.796224702576687
16704,2.802,2.2818766484406723
2034,0.521,0.8521304318810436
1123,1.102,0.7449091505429024
2315,1.646,1.3867186309736184
9298,3.248,3.3938638112537944
12969,1.227,1.615624067943827
14399,2.167,1.9344171002348887
2617,0.736,1.591778034152604
16825,2.541,2.378693912632201
7356,1.875,1.6801644861268628
1347,1.66,2.67321823079552
16553,1.579,2.031031180394848
8466,1.938,1.9805386438235502
2312,1.408,1.4133668882344708
2534,0.953,0.9286675583929238
20500,2.27,3.0112468678184356
17061,2.656,2.606764823214732
17397,0.902,2.011687599571829
6880,1.832,1.8315318083839287
15138,1.846,1.896554003215627
90,1.625,1.733076618646166
12482,1.25,1.2314599305697058
35,0.972,1.5289249982624966
4356,3.553,2.019271799016046
9902,1.362,1.7880947227948099
4836,1.25,1.7299800637351126
18391,3.056,3.209125623354957
7348,1.766,1.6864738199085636
8665,3.486,2.840199378604801
705,2.992,2.652133905814331
2207,0.721,1.3926412401355535
7518,1.095,2.025804487612227
6693,2.811,2.2387441289226118
7881,1.563,1.696972995465167
10992,2.342,2.349805468304524
3211,0.597,1.2809950047476732
15077,2.5,2.807971393707774
4291,2.033,1.6765317516806633
6659,1.731,1.7981651767397935
15609,3.003,2.7646088248969747
8509,2.38,2.1994050339812574
17752,1.79,2.07465966833702
7802,1.66,2.4661113157132917
6188,1.607,2.1095735537190166
15430,1.475,1.5393551581461296
5952,1.921,1.6927743714614039
2002,0.564,0.6779103716579797
4325,3.048,2.270637567980984
3993,4.398,3.266046079542967
3265,1.375,1.5863189761220582
15521,1.375,1.4733893357115448
4774,1.346,1.6043411972909922
15821,2.625,2.5576059650735203
12846,0.834,1.184127319987475
2676,1.135,0.930004665210511
3207,0.714,1.5500191578903824
19094,2.045,2.314549840916257
6913,2.824,3.014417900155941
7466,1.457,2.035039362049133
18224,2.647,3.1413838748197236
16861,2.75,1.8181188536248811
15551,1.716,1.7091306364831595
12068,2.167,1.5783427207201584
7782,1.807,1.8904907121542536
1866,2.125,0.008425388752527851
2221,1.677,1.9861320910322107
2930,0.425,0.9699158555034018
14639,2.384,2.083981326433367
13008,1.44,0.5391739592885401
2929,0.436,0.9313226156793135
10424,3.635,2.462599512334215
651,1.862,2.2720943543650876
2699,0.675,0.6247752447214268
11624,1.596,2.613143290699661
3806,1.956,1.6522317448766728
15013,1.548,2.1041060861020426
4015,4.507,3.9513856822194597
12639,0.699,0.9062366252231868
14233,1.322,1.7756727123761138
10598,3.28,3.621348270244205
16114,2.728,2.7374436808403075
12319,0.663,1.0066718395288063
12813,1.293,1.404095729234811
19981,0.771,0.6460963296953892
17,1.555,1.8226401315920029
4438,1.26,1.5794506370038661
17653,2.403,1.9821287867225763
7172,1.33,1.4686986361836674
12834,0.949,1.1487123437153954
8197,2.039,2.1653157408143073
2724,0.61,0.6622204582127722
6002,1.392,1.625788906283539
4822,2.292,1.632330359323852
14684,2.606,2.9925514333748495
4337,2.511,1.9410435570807607
17592,3.276,2.7005311389027824
647,1.679,2.398410349742484
14572,2.12,2.190026027499023
10881,2.333,2.347731251449737
9334,2.554,2.7104374381579035
1321,0.675,1.2817313962596018
14355,1.62,2.12428452667465
16733,1.172,1.8482386921363414
1905,1.097,0.6814243042852439
20578,2.75,1.2412173236823847
10034,1.118,0.44886644944843823
14568,1.66,2.172729544294917
19884,0.927,0.9596133334679209
20304,1.86,2.590880905710506
3315,0.973,1.4824252533781888
5719,2.413,2.9157653407623414
17629,2.585,2.837959116167468
1429,1.382,2.177108782405476
20480,1.961,2.619076288301166
17023,4.192,4.255322489081927
217,1.388,2.0601688348169347
15804,3.766,3.2953540920948683
8103,1.651,2.395425988175596
15300,1.818,1.5391635535304076
1396,2.118,2.0297808659770027
7589,1.125,2.107518076023169
14213,1.443,2.044520705806015
14708,2.22,2.56357208019552
2725,0.536,0.46966566070428684
1739,1.308,2.2343152458560027
19124,2.276,2.5928591635205436
15736,2.75,2.4636448260223673
8421,1.919,2.0085241938100182
13553,0.641,1.1175618921701442
12321,0.681,1.1601829315176033
17647,2.552,2.3507025630467737
20497,2.441,2.94330237699495
18178,3.37,2.3353635157185693
5635,2.083,1.2538284669567616
16012,5.00001,4.204484555757858
11761,1.721,1.7956688282225812
19979,1.289,0.9392696938772218
16600,1.449,1.542173864780544
13809,0.72,0.6015753467015443
18893,1.429,1.9255694328779
18044,4.361,2.7561588767764746
7828,2.042,1.9678656044282477
10193,1.957,2.6371825971470386
12667,0.905,1.1519088668536241
11309,2.361,1.636397145814449
6178,1.869,1.8576387745539122
1838,1.625,1.7531695701678203
20111,1.125,1.4062995022826996
2879,0.58,1.2788564943125564
8034,3.074,3.290449765162883
8929,3.538,2.692602605198857
9272,2.909,2.6667557730579645
14378,3.586,2.754745040987693
387,2.462,2.304303232315881
20021,0.721,1.5933260703130188
19048,1.075,1.6357801367799283
13636,0.786,1.137896230632741
20292,1.876,2.5287880627657486
1035,0.979,0.858367910890891
8046,1.866,2.2119775266213466
7753,1.969,1.842381586156968
2448,1.115,1.312706787548663
841,1.563,2.3575219907128897
7638,2.182,2.7604376982521046
10149,2.935,4.216765373805245
16408,0.59,1.4503296881995666
5566,1.628,1.6904148125565186
4921,1.029,1.3783107351282382
2767,0.543,0.9608393045898609
13268,1.663,1.6598532550488656
4572,1.525,1.6286254076269344
3425,1.426,1.800040823151086
7293,1.5,1.7424655578586368
12767,0.844,0.9808767378675824
4339,2.1,1.4666350405122799
9682,1.375,1.7020903757398642
16088,3.5,2.4509823827459982
11709,1.719,0.5649157615461604
3434,1.431,1.8656858403325174
7691,4.523,3.0866675038480267
13352,1.76,2.0508716038508226
12864,1.127,1.3394445281969638
2065,0.684,1.2072519735357403
11337,1.907,2.1934231850198174
14717,3.318,3.905619218524386
1444,1.84,2.250371647334177
9680,1.625,1.0829357927512433
1372,1.294,2.0532963759747886
278,1.728,2.0397188968442777
14530,1.911,2.196002369065887
11388,2.949,3.1005053301883407
19345,1.886,2.117350088304825
19984,0.638,0.8128447779305574
513,4.661,4.068655414322528
4170,1.868,2.0668128899113327
14912,1.393,2.122744032924963
4333,3.303,2.32323199484577
17598,2.848,2.659329255905476
6903,1.988,2.1421529911886594
2380,0.693,0.8346553025585308
14044,1.455,1.635274781659085
7771,1.662,2.148394798220174
11373,2.738,2.412495164508279
16508,1.49,1.5559446774317962
17899,2.154,2.7808547727195005
5548,2.878,3.161224448933119
8064,4.063,2.842396924974487
20257,1.603,1.8653051568779517
10613,2.4,2.7344615750994947
12800,0.609,1.2695614773852455
7301,1.423,1.7584006725687118
19740,0.848,0.8969650722151741
20306,2.054,2.6708400748488046
15828,3.968,2.5597699851045945
19246,1.354,1.5587688756832065
13431,1.154,1.7980415565828665
9189,1.625,2.1204320678509845
4032,4.25,1.886827645000416
14827,1.143,1.4532366449254681
18347,5.00001,5.395265770842137
6577,5.00001,3.8945902306838533
19999,0.487,0.7647076071729799
17945,2.947,2.7236550712487215
6667,3.005,1.9902197768916352
15276,3.432,2.1502162350319693
15490,0.92,1.4144099713090696
17619,2.781,2.920710469995093
6074,3.809,3.339344369810192
10774,3.398,2.2174978508435714
12598,0.968,1.4695709780902888
4641,2.7,1.8484305959306226
1705,1.9,2.3909636973859634
6195,1.813,1.6625346059433852
2571,1.006,1.539340637412728
13170,1.708,1.4422319867217155
476,1.527,1.9078102368782481
3769,3.536,2.302714534023117
17524,2.0,1.4893056338402602
11643,2.134,2.3475629587501388
19322,1.531,2.027984901425235
3860,3.797,2.2246346273223665
14429,2.75,2.138464147913382
3043,0.786,2.074880934601886
6084,1.883,2.711264729855081
11960,1.38,1.8213229265827735
17145,5.00001,4.3532047173312165
7700,1.974,1.8817888312009927
10827,2.446,2.4876614974431632
7646,1.653,2.4625601569928435
970,3.004,3.044094490177372
12863,0.882,1.2981766852551715
15230,5.00001,4.918301284444119
9892,1.631,1.8039574010102015
17687,1.919,2.6731288356725216
18636,3.553,3.208761714883636
17002,4.303,3.0170000551391283
2935,0.427,0.7255521375396228
16890,3.781,3.3508580379171704
15535,2.64,2.1861114547249727
7513,1.119,2.373759375564134
20263,2.245,2.214932664658022
4489,1.25,2.0223394658675247
3352,0.641,0.04691712360632749
12324,0.884,0.7113679344758808
9397,3.892,2.4811028629013876
20574,1.938,0.742693483146148
4688,5.00001,2.3835608308475784
14805,1.875,4.272431827064658
733,2.103,2.4465220190284427
15513,2.128,2.3108338501880326
4579,1.775,1.6364125711939295
13363,1.813,1.0589599692908038
15139,1.595,2.158171740795815
8398,1.775,2.0430160393250176
12059,1.161,1.3034971345681683
17139,5.00001,2.6770676722412077
6141,1.625,1.6052052123680909
4472,1.355,1.834326651792928
14840,0.996,1.890477947072803
12882,1.185,1.5751439678958477
12613,1.569,1.3250372050923076
7462,1.472,1.7678563091397166
1065,0.858,0.7896619081445095
4702,5.00001,2.1283595959528867
13820,1.709,1.6388541163053958
8180,2.579,3.1853663258631073
7019,1.643,2.123086985554224
15759,4.389,2.3962875554658964
13604,0.98,1.5669161378192413
7895,2.887,2.9537043179081834
11012,2.032,2.200955877614639
6462,2.836,2.396452869983989
5916,1.625,2.243626995926732
9500,0.953,1.671162922374407
1441,1.617,2.100182742760687
3710,1.875,1.753136303346075
6246,1.58,1.6558036705920145
8623,4.561,2.7834472602381126
3000,1.029,1.8007913913021838
19162,1.654,2.204458939552488
2444,0.544,0.7000048045248022
4505,1.472,1.670061915788601
5000,0.95,1.4603543916922277
2687,1.43,2.0128493946022346
19696,0.972,1.0188248262361341
13462,1.129,1.4179300817301836
10219,1.733,2.14840620289943
18480,3.931,3.1583570421701808
12283,0.63,0.6003698523151613
7886,2.973,2.755126994634331
8507,2.421,1.9360668023120624
14929,2.939,3.1036603202108424
7517,1.131,1.6964159562511085
8481,1.372,1.5631822147758143
10272,2.971,1.789971706980893
921,2.435,2.5635258624472854
1086,0.988,0.27454452416932895
8178,2.448,2.5169854370188034
12694,3.278,2.7314925289457648
15831,4.375,2.8379145783259716
9430,1.635,1.8287128514026492
5081,1.024,2.0353206762425344
12832,1.122,1.3963593870882178
1362,1.659,2.733272751837113
5852,2.5,2.2870631861210455
6425,1.581,1.9786649159766867
18801,0.875,0.5166574432610247
14055,1.35,1.5799071347834115
2232,0.795,1.039978159269289
16395,1.621,1.2192913171883433
6803,2.284,1.6893259166977757
9646,1.406,1.6026045710803771
3256,0.713,1.3759974472729652
10883,2.663,2.813790631764938
19786,0.813,0.5208580240837577
9150,1.85,2.554436643041342
8621,3.293,3.755962456420683
4450,1.688,1.6303954995864416
7539,1.104,2.1728071384011614
5485,5.00001,2.5413688103175573
2129,0.857,1.2996732225979102
2414,0.633,0.5642937583533367
17493,5.00001,4.954517755206773
4192,1.838,1.6427555192238898
7201,1.507,1.591111501635467
20276,2.429,2.798627159361054
5453,3.267,2.9519376856659605
6798,2.204,2.21460959430717
17758,2.407,2.604622104156185
18080,5.00001,5.6383178112939945
18901,0.984,1.5737478874413213
6424,1.669,1.9223483109063935
1383,2.054,2.6288912929588335
5148,0.901,1.2097771581388201
12083,1.898,1.8285899853185654
12104,1.625,-0.01043073872967426
9178,3.337,2.104902739700499
2635,0.851,1.4533097664707242
7553,1.344,1.4626043849098025
7831,1.446,1.7704777763359232
6664,2.15,1.7940249627097202
169,0.975,1.7709437909168386
4410,2.1,2.2439765656438837
20390,3.12,3.21154828009184
17218,3.0,2.2801652893250974
10880,2.024,2.3972890929195714
17949,2.541,3.234430025506988
11936,1.16,1.543928848399645
6422,1.67,1.6928149130677284
16962,3.969,3.2832067023486005
15370,2.27,1.7127478451880194
5282,5.00001,2.811785101219577
11010,5.00001,4.712246778234309
6677,1.99,1.7839805168459364
9800,3.691,3.625912612727795
16186,0.225,1.417831427226652
13345,0.957,1.2451833032848896
137,3.659,4.0536341539077725
8028,2.158,2.2870849230634036
6532,2.055,1.9238716750778408
14485,5.00001,3.347750316825966
19336,2.508,2.136438667755506
5528,3.636,3.5929481165292074
10423,2.942,2.7634666768045264
19589,1.714,1.5790959691912718
8698,2.613,2.6598215296391814
